area,num_ev,latitude,longitude
Korangi,23,24.839752,67.137492
North Nazimabad,24,24.935336,67.028403
North Nazimabad,417,24.949122,67.029578
Gulberg,81,24.911009,67.073997
Gulberg,383,24.929304,67.079093
Shah Faisal,378,24.868387,67.150878
Korangi,82,24.839687,67.13617
Landhi,31,24.851058,67.207162
Gulshan-e-Iqbal,241,24.929037,67.106943
Clifton,41,24.823341,67.020886
Gulshan-e-Iqbal,475,24.91863,67.102582
Saddar,86,24.860783,67.007092
Gulshan-e-Iqbal,235,24.927545,67.105849
Shah Faisal,427,24.868367,67.156426
Malir,295,24.887305,67.207266
Gulberg,295,24.914638,67.076722
Lyari,388,24.850274,67.003602
Malir,423,24.892259,67.219223
North Nazimabad,421,24.934945,67.028601
Gulshan-e-Iqbal,429,24.921222,67.098836
Landhi,494,24.857179,67.199937
Lyari,30,24.849021,67.016062
Gulberg,333,24.918747,67.087506
Landhi,10,24.850636,67.193949
Lyari,419,24.851805,67.018661
Clifton,347,24.810702,67.03156
Gulberg,391,24.913754,67.080862
Korangi,484,24.839018,67.142344
Gulberg,79,24.927431,67.087545
Landhi,403,24.842374,67.191925
SITE,117,24.929507,66.984719
North Nazimabad,371,24.935103,67.032198
SITE,212,24.913232,66.995701
Orangi Town,284,24.956602,66.95481
North Nazimabad,351,24.946996,67.028078
Clifton,393,24.805226,67.034765
DHA,108,24.82036,67.075933
Clifton,180,24.823364,67.035413
Gulberg,467,24.911225,67.070458
North Nazimabad,329,24.939249,67.042995
SITE,6,24.921353,66.982373
Saddar,385,24.857709,67.006095
Korangi,276,24.849774,67.132428
Shah Faisal,181,24.872007,67.151081
Gulberg,239,24.916634,67.071867
Saddar,225,24.854829,67.000123
Korangi,449,24.837281,67.135087
Lyari,83,24.851257,67.015553
Orangi Town,383,24.949338,66.957441
Saddar,29,24.852653,67.009135
North Nazimabad,205,24.942256,67.04101
Lyari,139,24.852226,67.008924
SITE,191,24.91295,66.985368
Korangi,189,24.832454,67.13185
Malir,297,24.882328,67.212709
Landhi,101,24.842201,67.207944
Malir,83,24.89742,67.208605
SITE,65,24.911096,66.994721
Shah Faisal,64,24.878276,67.157636
Lyari,353,24.85997,67.015878
North Nazimabad,304,24.942539,67.033107
Malir,434,24.886409,67.217901
Gulshan-e-Iqbal,152,24.918175,67.095372
SITE,163,24.927987,66.997428
Saddar,123,24.863594,67.008388
DHA,43,24.815761,67.058444
Korangi,201,24.834128,67.133183
Orangi Town,53,24.957621,66.958975
DHA,453,24.803247,67.06759
North Nazimabad,411,24.94736,67.028075
SITE,193,24.927075,66.987584
Saddar,300,24.863211,67.016356
Orangi Town,148,24.958724,66.960804
Clifton,49,24.819676,67.029736
North Nazimabad,191,24.940343,67.042611
SITE,224,24.928181,66.981542
Landhi,229,24.857119,67.201975
SITE,90,24.911223,66.98225
Gulshan-e-Iqbal,463,24.922326,67.094834
Gulberg,105,24.923263,67.07656
Lyari,460,24.859,67.016896
Orangi Town,33,24.947861,66.964879
Gulshan-e-Iqbal,224,24.916824,67.097023
Shah Faisal,198,24.867102,67.158578
Shah Faisal,286,24.871328,67.14516
Clifton,311,24.808549,67.039015
Korangi,459,24.835145,67.125099
Korangi,51,24.839708,67.132377
North Nazimabad,322,24.9341,67.031941
SITE,113,24.913906,66.984008
Korangi,90,24.837323,67.128058
Gulshan-e-Iqbal,208,24.927059,67.100383
Malir,250,24.887241,67.223807
Malir,50,24.884901,67.211769
Orangi Town,91,24.951924,66.964229
Lyari,103,24.853261,67.001063
Shah Faisal,364,24.864879,67.144044
SITE,468,24.924123,66.985131
Korangi,469,24.837142,67.140837
Gulberg,252,24.929941,67.083781
DHA,145,24.80597,67.063091
SITE,14,24.914091,66.996982
DHA,105,24.820538,67.063633
Clifton,118,24.810333,67.027975
Orangi Town,270,24.947672,66.963695
Clifton,20,24.804414,67.035776
Shah Faisal,95,24.865879,67.150502
Gulberg,341,24.91042,67.081825
SITE,220,24.911759,66.982865
Orangi Town,113,24.959915,66.961342
DHA,203,24.812724,67.063444
SITE,107,24.924532,66.985852
Orangi Town,317,24.95161,66.9565
North Nazimabad,119,24.935465,67.028126
Saddar,294,24.853211,67.019712
DHA,56,24.819087,67.07544
SITE,211,24.918046,66.988601
Korangi,224,24.834889,67.123405
Korangi,39,24.843916,67.139244
Gulshan-e-Iqbal,73,24.931597,67.099522
Landhi,49,24.853194,67.197543
Landhi,403,24.850624,67.201094
Gulberg,325,24.923071,67.074158
North Nazimabad,269,24.946258,67.030264
North Nazimabad,138,24.933329,67.039964
Clifton,349,24.804971,67.028193
Gulberg,430,24.919357,67.07292
Shah Faisal,173,24.868502,67.147015
SITE,485,24.9202,66.996063
Gulshan-e-Iqbal,346,24.930554,67.106319
Saddar,135,24.856312,67.014356
Landhi,268,24.846621,67.195768
North Nazimabad,467,24.949433,67.044257
Malir,36,24.88374,67.221179
Landhi,364,24.850265,67.204496
Orangi Town,59,24.94172,66.952938
Clifton,85,24.815692,67.034609
SITE,199,24.912756,66.987418
Shah Faisal,94,24.867865,67.150568
Clifton,438,24.811387,67.034553
Malir,306,24.887835,67.207134
Korangi,336,24.847238,67.141089
North Nazimabad,478,24.934558,67.042528
Lyari,120,24.854062,67.004932
Gulberg,425,24.913597,67.082575
Korangi,222,24.831959,67.136882
Saddar,42,24.859811,67.017374
Clifton,415,24.809601,67.033823
Landhi,39,24.852454,67.200601
Malir,243,24.884101,67.207682
Korangi,259,24.836691,67.132057
Korangi,31,24.843084,67.134192
Lyari,417,24.857996,67.01418
Saddar,360,24.860692,67.015109
Gulshan-e-Iqbal,208,24.927486,67.104905
Malir,50,24.894775,67.221644
Clifton,255,24.823415,67.026261
Orangi Town,297,24.940421,66.961056
Lyari,312,24.843845,67.013942
Gulberg,355,24.918111,67.086827
SITE,192,24.919244,66.997201
North Nazimabad,467,24.942977,67.030049
Gulshan-e-Iqbal,182,24.926587,67.094072
Landhi,310,24.840572,67.195229
Saddar,120,24.861025,67.019939
Korangi,307,24.841164,67.136058
SITE,209,24.927449,66.993409
Korangi,24,24.833994,67.128908
Gulshan-e-Iqbal,96,24.930886,67.09361
Saddar,389,24.850198,67.000922
Orangi Town,100,24.942758,66.958872
Clifton,102,24.816489,67.03531
SITE,326,24.924376,66.99322
Clifton,228,24.804643,67.020652
Orangi Town,8,24.947926,66.95477
SITE,105,24.922038,66.981466
Shah Faisal,207,24.868585,67.158154
Gulberg,362,24.922335,67.079479
Clifton,206,24.813901,67.038853
Malir,49,24.883576,67.217279
Orangi Town,387,24.950062,66.954749
North Nazimabad,480,24.941781,67.036059
North Nazimabad,322,24.937093,67.032525
Malir,88,24.898025,67.223299
Shah Faisal,49,24.862783,67.142586
Gulshan-e-Iqbal,330,24.92569,67.106768
Landhi,246,24.856027,67.192465
Shah Faisal,495,24.877994,67.15604
Landhi,418,24.84953,67.19153
Saddar,319,24.851972,67.0157
North Nazimabad,150,24.943633,67.047089
DHA,268,24.80797,67.070172
Landhi,65,24.845351,67.195663
Clifton,449,24.814057,67.026502
Gulberg,433,24.91746,67.089891
Landhi,111,24.853072,67.206518
Landhi,465,24.850323,67.194833
Clifton,171,24.823057,67.026566
Gulshan-e-Iqbal,371,24.917343,67.103593
North Nazimabad,280,24.946466,67.044877
DHA,233,24.821055,67.075779
Landhi,378,24.847982,67.193508
Gulberg,116,24.926545,67.089449
SITE,352,24.911708,66.983383
Gulshan-e-Iqbal,394,24.935472,67.10522
North Nazimabad,53,24.932749,67.044685
Clifton,484,24.813811,67.033646
SITE,99,24.91566,66.999556
Orangi Town,218,24.958316,66.96388
Korangi,278,24.840064,67.137829
Korangi,447,24.840829,67.136442
North Nazimabad,305,24.938994,67.034341
DHA,421,24.813849,67.072511
Gulberg,430,24.912507,67.078627
Malir,438,24.897715,67.214659
DHA,351,24.814323,67.067686
Gulberg,203,24.923545,67.085948
Korangi,174,24.841799,67.135839
Landhi,176,24.848893,67.205599
SITE,413,24.910342,66.989519
Landhi,447,24.843799,67.192168
Orangi Town,102,24.948562,66.969086
Gulshan-e-Iqbal,217,24.935649,67.109213
Gulshan-e-Iqbal,32,24.929739,67.104064
Gulberg,486,24.928265,67.080738
Clifton,143,24.815926,67.031492
Gulshan-e-Iqbal,6,24.930429,67.105556
DHA,498,24.812445,67.05757
Shah Faisal,148,24.865964,67.141377
North Nazimabad,391,24.941907,67.044333
Gulberg,150,24.929626,67.08267
Clifton,142,24.817126,67.01959
Lyari,175,24.855109,67.001177
Orangi Town,280,24.949023,66.953243
Landhi,353,24.855317,67.200852
Korangi,176,24.847996,67.135213
North Nazimabad,335,24.942415,67.032581
Malir,395,24.895987,67.20544
Clifton,70,24.807699,67.025953
DHA,146,24.820324,67.070536
Malir,278,24.889294,67.208148
North Nazimabad,5,24.93558,67.045082
Clifton,455,24.81195,67.019486
North Nazimabad,78,24.94768,67.032861
Orangi Town,220,24.958589,66.963272
Clifton,416,24.810509,67.039041
Shah Faisal,283,24.874544,67.148792
Orangi Town,247,24.953437,66.959284
Lyari,97,24.857213,67.006472
Saddar,377,24.850992,67.011466
Malir,393,24.893802,67.213293
DHA,39,24.817839,67.057853
North Nazimabad,295,24.937592,67.043536
North Nazimabad,215,24.947798,67.040302
North Nazimabad,278,24.936616,67.034583
Lyari,259,24.841097,67.010141
Gulberg,222,24.927837,67.085962
Gulberg,133,24.927197,67.072324
Lyari,202,24.84877,67.005193
North Nazimabad,216,24.948205,67.046391
Orangi Town,276,24.949447,66.956174
Shah Faisal,427,24.877907,67.159797
SITE,377,24.915394,66.983997
Orangi Town,87,24.947484,66.955171
Gulberg,328,24.929299,67.079989
Gulberg,168,24.92227,67.071242
SITE,61,24.927966,66.995653
Malir,44,24.895025,67.206191
SITE,252,24.923549,66.996783
SITE,185,24.912069,66.992718
Gulberg,338,24.929407,67.079001
Lyari,326,24.841861,67.007986
SITE,342,24.912174,66.982237
Shah Faisal,393,24.877863,67.144779
Lyari,486,24.846374,67.007888
Landhi,242,24.852142,67.209636
Saddar,314,24.854139,67.001542
DHA,478,24.807377,67.072283
Korangi,187,24.837341,67.138121
Malir,120,24.892902,67.212082
Gulshan-e-Iqbal,329,24.926922,67.098543
SITE,205,24.922784,66.987318
Gulshan-e-Iqbal,45,24.920186,67.092761
Korangi,412,24.840471,67.124221
Gulshan-e-Iqbal,499,24.917784,67.109348
Gulshan-e-Iqbal,169,24.918604,67.103564
Gulshan-e-Iqbal,92,24.932163,67.097217
Clifton,221,24.815912,67.021215
Orangi Town,222,24.953963,66.962001
Lyari,435,24.85258,67.017408
Gulberg,233,24.916712,67.07276
Lyari,395,24.852868,67.011288
Gulberg,86,24.910609,67.077933
Saddar,285,24.856366,67.004276
DHA,205,24.810014,67.07139
Gulshan-e-Iqbal,264,24.929362,67.111646
Saddar,448,24.85346,67.000858
Korangi,220,24.846493,67.131767
SITE,252,24.925866,66.996245
Orangi Town,494,24.950634,66.953933
Lyari,414,24.848949,67.004148
Gulberg,466,24.910906,67.070255
Shah Faisal,107,24.86255,67.15092
Malir,287,24.890612,67.220171
Saddar,120,24.851855,67.016378
North Nazimabad,305,24.938905,67.034361
Korangi,488,24.84648,67.135842
Saddar,147,24.851665,67.002934
North Nazimabad,310,24.937051,67.041531
Malir,256,24.892965,67.209293
Malir,448,24.89391,67.221642
Clifton,204,24.822149,67.035961
Malir,177,24.888017,67.210378
Landhi,264,24.845358,67.195232
Korangi,318,24.832511,67.126679
Saddar,422,24.865326,67.005295
DHA,276,24.816314,67.06816
Shah Faisal,72,24.87469,67.15262
Gulberg,172,24.917129,67.076676
Clifton,112,24.821105,67.026534
SITE,327,24.910877,66.986256
Lyari,263,24.842593,67.005109
Landhi,110,24.846088,67.199583
Clifton,192,24.804759,67.019395
DHA,364,24.806528,67.070967
Gulberg,41,24.928035,67.077822
Clifton,224,24.811986,67.030018
North Nazimabad,39,24.939306,67.038064
Clifton,331,24.808399,67.037771
Orangi Town,486,24.955578,66.960968
Korangi,110,24.849903,67.130761
DHA,104,24.806507,67.073821
Shah Faisal,39,24.871632,67.155027
Saddar,268,24.86256,67.002912
Malir,314,24.895638,67.219718
Korangi,180,24.838202,67.126372
DHA,484,24.813482,67.068104
Shah Faisal,391,24.875723,67.143246
Clifton,138,24.80636,67.022305
SITE,105,24.923568,66.984848
SITE,57,24.924721,66.991005
North Nazimabad,67,24.94555,67.030229
Shah Faisal,111,24.878918,67.1469
Clifton,110,24.820606,67.031574
Landhi,404,24.847909,67.194251
Landhi,270,24.84507,67.193302
Saddar,458,24.867872,67.010912
Malir,209,24.886195,67.21165
Gulshan-e-Iqbal,26,24.931164,67.110206
Saddar,72,24.857455,67.010694
Malir,294,24.885267,67.210926
Lyari,168,24.849203,67.014366
North Nazimabad,336,24.95108,67.045012
Malir,111,24.898777,67.221274
Orangi Town,380,24.943061,66.955415
Korangi,348,24.837185,67.123273
SITE,412,24.914508,66.984065
Korangi,437,24.833811,67.123462
Shah Faisal,329,24.862111,67.142446
Clifton,117,24.815437,67.034381
Korangi,73,24.834256,67.131599
SITE,376,24.918368,66.984619
Shah Faisal,393,24.872431,67.140393
Malir,246,24.88986,67.214326
Clifton,389,24.811356,67.035083
Saddar,23,24.853504,67.005492
Gulshan-e-Iqbal,321,24.928442,67.103893
Orangi Town,80,24.951902,66.963868
SITE,138,24.917001,66.987887
Gulshan-e-Iqbal,343,24.932482,67.10125
Saddar,205,24.868069,67.018137
Shah Faisal,447,24.866426,67.15476
Saddar,429,24.858969,67.004284
DHA,339,24.804221,67.058511
SITE,438,24.92216,66.987143
Clifton,75,24.814291,67.03876
Malir,462,24.885852,67.211683
Malir,10,24.880615,67.220888
Orangi Town,355,24.959221,66.969917
Orangi Town,323,24.948085,66.969209
Gulshan-e-Iqbal,258,24.933856,67.110662
Shah Faisal,45,24.860071,67.149737
Gulshan-e-Iqbal,387,24.916641,67.094034
Gulberg,29,24.928783,67.075638
DHA,448,24.82204,67.059066
Orangi Town,138,24.952672,66.958707
Lyari,465,24.853905,67.013975
Clifton,17,24.822074,67.025579
Shah Faisal,375,24.874686,67.15996
Korangi,429,24.830713,67.140801
Orangi Town,216,24.947651,66.965466
SITE,380,24.920032,66.998236
DHA,480,24.81641,67.059007
DHA,230,24.812502,67.065302
Clifton,280,24.807119,67.038635
Malir,488,24.88867,67.221714
Gulshan-e-Iqbal,212,24.930326,67.102755
Orangi Town,457,24.946363,66.952352
Malir,122,24.882997,67.21085
North Nazimabad,426,24.934421,67.038941
North Nazimabad,43,24.943758,67.028481
Lyari,489,24.854494,67.006373
Gulberg,76,24.914455,67.072268
Landhi,309,24.850546,67.208153
Korangi,293,24.848993,67.126842
North Nazimabad,63,24.932246,67.041748
Clifton,60,24.806758,67.025434
North Nazimabad,89,24.93979,67.039924
Saddar,470,24.853029,67.016713
Clifton,259,24.816834,67.032641
Lyari,318,24.847878,67.01296
Korangi,401,24.837952,67.129777
North Nazimabad,60,24.941602,67.030812
Korangi,492,24.833356,67.126665
Gulshan-e-Iqbal,262,24.926723,67.101292
Korangi,110,24.831527,67.123963
SITE,159,24.92235,66.987379
Malir,438,24.897795,67.21718
Clifton,495,24.811379,67.029846
Landhi,49,24.842297,67.191114
Korangi,416,24.848381,67.137245
Lyari,291,24.853269,67.018697
Shah Faisal,277,24.877316,67.147007
Clifton,87,24.815006,67.02095
Gulberg,118,24.919311,67.071606
Korangi,428,24.832269,67.136761
Clifton,207,24.821519,67.030992
Malir,377,24.889364,67.206391
Gulberg,341,24.910782,67.086077
Orangi Town,385,24.949048,66.961953
Korangi,71,24.838728,67.123911
North Nazimabad,254,24.94287,67.038129
Lyari,224,24.854924,67.004758
Orangi Town,254,24.942776,66.954402
SITE,51,24.925799,66.981633
Lyari,433,24.848749,67.00865
Lyari,325,24.856781,67.012303
Clifton,457,24.804936,67.036545
Malir,431,24.896987,67.223124
Saddar,364,24.852158,67.009123
Shah Faisal,177,24.867706,67.141454
North Nazimabad,179,24.949807,67.036038
North Nazimabad,40,24.945963,67.031413
Saddar,458,24.855974,67.016501
Shah Faisal,385,24.873596,67.158159
SITE,120,24.919673,66.998452
Malir,272,24.885756,67.223745
Orangi Town,178,24.940459,66.950854
Malir,70,24.887016,67.218527
Korangi,95,24.835621,67.140508
Orangi Town,292,24.957049,66.952788
Gulberg,226,24.92608,67.086374
Clifton,107,24.813362,67.021904
Shah Faisal,52,24.874426,67.155222
Malir,403,24.893314,67.211338
SITE,478,24.92586,66.990503
Gulshan-e-Iqbal,424,24.922245,67.095366
Gulshan-e-Iqbal,262,24.924745,67.094213
Saddar,162,24.859778,67.005044
Shah Faisal,379,24.876668,67.158283
DHA,257,24.809284,67.06095
Korangi,262,24.833546,67.131343
Saddar,371,24.864074,67.010874
Korangi,197,24.847569,67.128388
Malir,435,24.889649,67.222433
Clifton,300,24.804867,67.03625
Gulshan-e-Iqbal,484,24.919965,67.099613
Orangi Town,26,24.954042,66.95104
DHA,360,24.813383,67.07138
Landhi,359,24.847533,67.201381
Korangi,355,24.844387,67.129457
Clifton,239,24.816051,67.036403
SITE,288,24.929937,66.992697
Saddar,384,24.860241,67.003917
Clifton,293,24.816023,67.030299
Landhi,391,24.846144,67.196598
Landhi,353,24.845765,67.195676
Orangi Town,63,24.948183,66.955963
Orangi Town,191,24.950864,66.964915
Saddar,469,24.856184,67.009191
Shah Faisal,42,24.871274,67.157059
SITE,342,24.928511,66.994003
Orangi Town,389,24.951882,66.95351
Clifton,264,24.821632,67.029683
Landhi,412,24.858599,67.205182
Malir,289,24.883623,67.217083
Shah Faisal,316,24.861407,67.154045
Clifton,104,24.821062,67.023716
Saddar,169,24.855535,67.011439
DHA,95,24.817623,67.066326
Lyari,366,24.856829,67.004582
DHA,300,24.817314,67.071258
Lyari,239,24.852282,67.005982
Orangi Town,367,24.952144,66.965504
Saddar,279,24.869983,67.005193
Gulberg,253,24.92601,67.079181
Clifton,392,24.822417,67.023415
Gulberg,406,24.922464,67.078298
Gulberg,104,24.917572,67.075771
Landhi,17,24.843592,67.204715
Orangi Town,489,24.941115,66.965425
Orangi Town,62,24.94901,66.955883
DHA,76,24.821306,67.075523
North Nazimabad,330,24.947031,67.030517
Gulberg,29,24.923634,67.070419
SITE,74,24.910666,66.997379
Gulberg,367,24.92732,67.089354
Lyari,165,24.842646,67.015296
North Nazimabad,281,24.933916,67.038991
DHA,156,24.817373,67.072196
Saddar,121,24.867507,67.013569
DHA,35,24.803476,67.058445
Shah Faisal,423,24.863993,67.148149
SITE,283,24.920991,66.992009
Lyari,104,24.848017,67.00634
Clifton,55,24.815683,67.035824
Gulberg,25,24.926264,67.084806
Gulshan-e-Iqbal,346,24.921185,67.095808
Clifton,55,24.803962,67.034193
Malir,24,24.882413,67.224292
Clifton,195,24.81816,67.022181
Orangi Town,492,24.947766,66.965769
North Nazimabad,236,24.936504,67.043814
Malir,5,24.888394,67.216518
Korangi,253,24.848352,67.130229
Lyari,123,24.844066,67.006345
Gulshan-e-Iqbal,382,24.928902,67.109766
Clifton,386,24.805448,67.025407
Shah Faisal,347,24.862101,67.146349
Malir,88,24.886614,67.208031
Lyari,497,24.850527,67.008724
Malir,137,24.884721,67.220962
Gulshan-e-Iqbal,429,24.916779,67.109687
Malir,230,24.89992,67.210793
Landhi,88,24.844407,67.197849
Clifton,279,24.804599,67.023638
Malir,84,24.890693,67.211961
Gulshan-e-Iqbal,287,24.927919,67.102736
Gulberg,110,24.924687,67.070233
Gulberg,410,24.916464,67.078157
Landhi,16,24.852995,67.207846
SITE,427,24.923487,66.989028
Clifton,101,24.807694,67.021544
Orangi Town,102,24.954398,66.969565
Lyari,478,24.855353,67.019996
Shah Faisal,62,24.866631,67.152909
Lyari,382,24.849428,67.00798
Shah Faisal,319,24.879453,67.149643
Landhi,29,24.844408,67.19701
Gulshan-e-Iqbal,104,24.924782,67.105371
Landhi,447,24.844301,67.195447
SITE,292,24.924218,66.984977
North Nazimabad,354,24.94602,67.044096
Landhi,468,24.841621,67.199026
Orangi Town,358,24.941005,66.951792
Korangi,492,24.837806,67.124856
Gulberg,376,24.910454,67.08559
Clifton,190,24.814565,67.028749
Clifton,109,24.80783,67.029113
North Nazimabad,303,24.938884,67.027533
Orangi Town,191,24.945611,66.960998
North Nazimabad,312,24.944036,67.044797
Gulberg,190,24.924391,67.070939
Landhi,181,24.84066,67.198686
Malir,360,24.884297,67.20982
Lyari,286,24.85339,67.017965
Gulshan-e-Iqbal,403,24.931313,67.111499
Saddar,407,24.850326,67.015795
Malir,133,24.894878,67.218974
Malir,155,24.887249,67.217158
Gulberg,35,24.920752,67.078327
Malir,422,24.887773,67.216456
Orangi Town,356,24.946414,66.967404
SITE,60,24.91876,66.983877
Lyari,253,24.842398,67.002305
Gulberg,237,24.918638,67.082965
DHA,197,24.812204,67.072488
Landhi,188,24.841626,67.201615
DHA,494,24.812158,67.064732
Orangi Town,251,24.956649,66.952901
Landhi,95,24.840217,67.199085
Clifton,154,24.808824,67.021065
North Nazimabad,90,24.95059,67.038252
Shah Faisal,95,24.867371,67.159568
Saddar,243,24.859024,67.000477
Korangi,102,24.839192,67.135055
Malir,65,24.887288,67.20697
Saddar,279,24.854559,67.007026
SITE,176,24.918094,66.986908
SITE,268,24.924105,66.997031
DHA,152,24.803585,67.067216
Clifton,382,24.81869,67.035966
DHA,383,24.821033,67.063105
Korangi,175,24.837431,67.139931
Lyari,77,24.841215,67.005875
Lyari,398,24.848876,67.009383
North Nazimabad,278,24.948297,67.042384
Lyari,412,24.859788,67.0012
Lyari,104,24.854312,67.002302
Orangi Town,49,24.944939,66.958165
Shah Faisal,344,24.87478,67.140284
Gulberg,409,24.913796,67.083364
Korangi,429,24.83269,67.131849
North Nazimabad,64,24.945667,67.027224
Orangi Town,315,24.943676,66.960285
Gulberg,93,24.91217,67.083914
Clifton,292,24.823262,67.026357
Gulberg,397,24.911087,67.077972
Orangi Town,208,24.959225,66.95711
Korangi,486,24.838367,67.140704
North Nazimabad,40,24.944161,67.040342
Orangi Town,351,24.94691,66.961588
DHA,161,24.808213,67.070842
Shah Faisal,43,24.878499,67.151785
DHA,419,24.806392,67.071556
Landhi,109,24.847317,67.198725
Clifton,159,24.809479,67.028162
DHA,373,24.822166,67.070427
North Nazimabad,129,24.939107,67.030916
SITE,397,24.925851,66.997244
SITE,411,24.926545,66.994936
Shah Faisal,17,24.860818,67.144307
DHA,469,24.817068,67.063969
DHA,311,24.805685,67.069985
Malir,156,24.895472,67.216792
SITE,31,24.91644,66.985949
Landhi,332,24.855669,67.199139
Lyari,235,24.853388,67.017838
Clifton,227,24.80711,67.028581
Orangi Town,63,24.955926,66.960114
Malir,54,24.896843,67.221951
Orangi Town,471,24.957946,66.955547
Orangi Town,251,24.957885,66.968875
Gulberg,384,24.913715,67.074891
Lyari,459,24.846399,67.000787
SITE,144,24.929838,66.989588
Orangi Town,396,24.956862,66.956502
Saddar,391,24.868093,67.017836
Lyari,484,24.851071,67.011942
Orangi Town,409,24.95003,66.954133
Landhi,425,24.853157,67.192614
Orangi Town,281,24.94824,66.951405
Clifton,363,24.807386,67.036538
Landhi,158,24.857897,67.201863
Gulshan-e-Iqbal,316,24.92796,67.100376
Shah Faisal,160,24.866078,67.145992
Clifton,70,24.811371,67.034099
North Nazimabad,60,24.944858,67.042312
Orangi Town,99,24.94269,66.959179
SITE,78,24.924004,66.999151
Landhi,232,24.843406,67.209782
North Nazimabad,230,24.949206,67.032939
Malir,340,24.890818,67.216384
North Nazimabad,485,24.946363,67.033449
Korangi,91,24.848306,67.1368
Landhi,23,24.842056,67.199196
North Nazimabad,299,24.948595,67.039518
Saddar,195,24.851079,67.018665
Clifton,28,24.822587,67.03146
Shah Faisal,94,24.877739,67.147534
North Nazimabad,234,24.940639,67.027511
Gulberg,186,24.921521,67.08649
Malir,178,24.891573,67.223905
Gulshan-e-Iqbal,75,24.932827,67.106548
Lyari,62,24.856943,67.013183
North Nazimabad,299,24.942975,67.035227
Clifton,318,24.822317,67.036755
Landhi,400,24.855459,67.192753
Korangi,216,24.849432,67.132529
Shah Faisal,419,24.878824,67.157018
SITE,7,24.913864,66.99035
SITE,423,24.925354,66.998921
Korangi,261,24.848705,67.138062
SITE,73,24.911553,66.982357
Korangi,275,24.835855,67.123738
DHA,361,24.813611,67.073213
Orangi Town,80,24.955337,66.956901
Gulshan-e-Iqbal,349,24.926279,67.107278
Gulshan-e-Iqbal,425,24.916388,67.107522
Lyari,410,24.840236,67.014702
SITE,13,24.924924,66.995047
Landhi,114,24.857409,67.194173
Saddar,76,24.859586,67.010336
Landhi,203,24.857663,67.192871
Lyari,211,24.845197,67.017802
SITE,117,24.914277,66.990078
Orangi Town,151,24.949652,66.958388
Gulberg,249,24.925839,67.070937
Clifton,356,24.821744,67.035893
Malir,383,24.881306,67.21143
Gulshan-e-Iqbal,474,24.925122,67.096639
Clifton,335,24.820683,67.029038
Lyari,483,24.840243,67.011766
Orangi Town,371,24.943154,66.952195
North Nazimabad,449,24.941323,67.041099
Korangi,426,24.84436,67.12889
Orangi Town,439,24.94015,66.964704
Orangi Town,352,24.952648,66.951867
Gulshan-e-Iqbal,119,24.929575,67.111498
Clifton,340,24.819684,67.036292
DHA,206,24.816164,67.07522
Orangi Town,424,24.959582,66.95818
Orangi Town,138,24.950408,66.953945
Orangi Town,14,24.958712,66.96853
Korangi,393,24.844888,67.124979
SITE,415,24.920715,66.982799
DHA,190,24.807072,67.066698
Clifton,204,24.820726,67.034761
Lyari,273,24.855626,67.001869
SITE,341,24.919883,66.993307
DHA,486,24.818262,67.068464
Clifton,193,24.806262,67.037495
Malir,394,24.880132,67.210801
DHA,471,24.818346,67.064603
Clifton,36,24.818776,67.025377
Shah Faisal,333,24.872647,67.159351
SITE,427,24.915144,66.982357
Landhi,356,24.845018,67.194972
Shah Faisal,386,24.872981,67.146795
Shah Faisal,50,24.863521,67.145772
Orangi Town,244,24.946131,66.962355
Shah Faisal,431,24.874939,67.152308
Gulshan-e-Iqbal,271,24.927878,67.112302
Malir,130,24.898759,67.214984
Shah Faisal,350,24.870089,67.158604
Gulshan-e-Iqbal,225,24.920296,67.100966
Gulberg,222,24.929153,67.070067
Lyari,105,24.851538,67.015734
Korangi,168,24.847591,67.129211
DHA,195,24.821672,67.068953
Gulshan-e-Iqbal,361,24.923641,67.107936
Gulberg,386,24.910279,67.070476
Malir,79,24.894397,67.223025
Malir,495,24.898227,67.210967
Clifton,429,24.816227,67.027697
Clifton,439,24.819901,67.019895
Gulshan-e-Iqbal,315,24.923738,67.104397
Clifton,195,24.818192,67.037447
Clifton,382,24.813795,67.035173
Malir,39,24.885212,67.21731
DHA,430,24.81428,67.062037
Orangi Town,194,24.952428,66.953152
Gulshan-e-Iqbal,32,24.93151,67.112429
Lyari,325,24.854035,67.014225
Gulshan-e-Iqbal,149,24.932048,67.093204
Landhi,452,24.845114,67.198414
SITE,368,24.912842,66.997292
Gulshan-e-Iqbal,468,24.933919,67.110041
Orangi Town,52,24.956497,66.957665
Shah Faisal,379,24.865471,67.14497
Malir,423,24.884514,67.222146
Lyari,288,24.855679,67.004819
DHA,440,24.810154,67.071553
Korangi,5,24.843161,67.13675
Gulshan-e-Iqbal,60,24.927687,67.093162
Korangi,418,24.833161,67.137105
Gulberg,182,24.928353,67.080768
Saddar,233,24.865369,67.01343
North Nazimabad,344,24.943522,67.045368
North Nazimabad,39,24.951618,67.027333
Korangi,449,24.843888,67.131457
Gulshan-e-Iqbal,9,24.920607,67.10166
Clifton,316,24.818245,67.03196
SITE,126,24.929623,66.998104
Shah Faisal,53,24.867175,67.150895
North Nazimabad,94,24.949021,67.031812
Korangi,28,24.83984,67.129306
DHA,53,24.818517,67.061256
Orangi Town,26,24.945178,66.967117
Orangi Town,132,24.957011,66.956994
Korangi,154,24.844377,67.131037
